player_slug,short_name,long_name,nationality_code,nationality_flag,position_roster,shirt_number,date_of_birth,caps,international_goals,club_roster,club_country_code,wiki_url,world_cup_apps_2026,world_cup_goals_2026,world_cup_yellow_2026,world_cup_red_2026,team_code,coach,team_wiki_url
lee-jae-sung,Lee Jae-sung,Lee Jae-sung,KOR,🇰🇷,MF,10,1992-08-10,105,15,Mainz 05,GER,https://en.wikipedia.org/wiki/Lee_Jae-sung,2,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
hwang-hee-chan,Hwang Hee-chan,Hwang Hee-chan,KOR,🇰🇷,MF,11,1996-01-26,79,17,Wolverhampton Wanderers,ENG,https://en.wikipedia.org/wiki/Hwang_Hee-chan,3,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
bae-jun-ho,Bae Jun-ho,Bae Jun-ho,KOR,🇰🇷,MF,17,2003-08-21,13,2,Stoke City,ENG,https://en.wikipedia.org/wiki/Bae_Jun-ho,0,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
lee-kang-in,Lee Kang-in,Lee Kang-in,KOR,🇰🇷,MF,19,2001-02-19,47,11,Paris Saint-Germain,FRA,https://en.wikipedia.org/wiki/Lee_Kang-in,3,0,1,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
yang-hyun-jun,Yang Hyun-jun,Yang Hyun-jun,KOR,🇰🇷,MF,20,2002-05-25,9,0,Celtic,SCO,https://en.wikipedia.org/wiki/Yang_Hyun-jun,1,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
kim-jin-gyu,Kim Jin-gyu,Kim Jin-gyu,KOR,🇰🇷,MF,24,1997-02-24,22,3,Jeonbuk Hyundai Motors,KOR,https://en.wikipedia.org/wiki/Kim_Jin-gyu_(footballer%2C_born_1997),2,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
eom-ji-sung,Eom Ji-sung,Eom Ji-sung,KOR,🇰🇷,MF,25,2002-05-09,9,2,Swansea City,WAL,https://en.wikipedia.org/wiki/Eom_Ji-sung,2,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
lee-dong-gyeong,Lee Dong-gyeong,Lee Dong-gyeong,KOR,🇰🇷,MF,26,1997-09-20,18,4,Ulsan HD,KOR,https://en.wikipedia.org/wiki/Lee_Dong-gyeong,0,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
son-heung-min,Son Heung-min,Son Heung-min,KOR,🇰🇷,FW,7,1992-07-08,144,56,Los Angeles FC,USA,https://en.wikipedia.org/wiki/Son_Heung-min,3,0,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
cho-gue-sung,Cho Gue-sung,Cho Gue-sung,KOR,🇰🇷,FW,9,1998-01-25,44,12,Midtjylland,DEN,https://en.wikipedia.org/wiki/Cho_Gue-sung,2,0,1,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
oh-hyeon-gyu,Oh Hyeon-gyu,Oh Hyeon-gyu,KOR,🇰🇷,FW,18,2001-04-12,27,6,Beşiktaş,TUR,https://en.wikipedia.org/wiki/Oh_Hyeon-gyu,3,1,0,0,KOR,Hong Myung-bo,https://en.wikipedia.org/wiki/South_Korea_national_football_team
nikola-vasilj,Nikola Vasilj,Nikola Vasilj,BIH,🇧🇦,GK,1,1995-12-02,26,0,FC St. Pauli,GER,https://en.wikipedia.org/wiki/Nikola_Vasilj,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
mladen-jurkas,Mladen Jurkas,Mladen Jurkas,BIH,🇧🇦,GK,12,2007-10-07,0,0,Borac Banja Luka,BIH,https://en.wikipedia.org/wiki/Mladen_Jurkas,0,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
martin-zlomislic,Martin Zlomislić,Martin Zlomislić,BIH,🇧🇦,GK,22,1998-08-16,3,0,Rijeka,CRO,https://en.wikipedia.org/wiki/Martin_Zlomisli%C4%87,0,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
nihad-mujakic,Nihad Mujakić,Nihad Mujakić,BIH,🇧🇦,DF,2,1998-04-15,12,1,Gaziantep,TUR,https://en.wikipedia.org/wiki/Nihad_Mujaki%C4%87,0,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
dennis-hadzikadunic,Dennis Hadžikadunić,Dennis Hadžikadunić,BIH,🇧🇦,DF,3,1998-07-09,32,0,Sampdoria,ITA,https://en.wikipedia.org/wiki/Dennis_Had%C5%BEikaduni%C4%87,1,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
tarik-muharemovic,Tarik Muharemović,Tarik Muharemović,BIH,🇧🇦,DF,4,2003-02-28,14,1,Sassuolo,ITA,https://en.wikipedia.org/wiki/Tarik_Muharemovi%C4%87,2,0,0,1,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
sead-kolasinac,Sead Kolašinac,Sead Kolašinac,BIH,🇧🇦,DF,5,1993-06-20,65,0,Atalanta,ITA,https://en.wikipedia.org/wiki/Sead_Kola%C5%A1inac,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
amar-dedic,Amar Dedić,Amar Dedić,BIH,🇧🇦,DF,7,2002-08-18,28,1,Benfica,POR,https://en.wikipedia.org/wiki/Amar_Dedi%C4%87,2,0,1,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
nikola-katic,Nikola Katić,Nikola Katić,BIH,🇧🇦,DF,18,1996-10-10,17,2,Schalke 04,GER,https://en.wikipedia.org/wiki/Nikola_Kati%C4%87,3,0,1,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
stjepan-radeljic,Stjepan Radeljić,Stjepan Radeljić,BIH,🇧🇦,DF,21,1997-09-05,5,0,Rijeka,CRO,https://en.wikipedia.org/wiki/Stjepan_Radelji%C4%87,1,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
arjan-malic,Arjan Malić,Arjan Malić,BIH,🇧🇦,DF,24,2005-08-28,8,0,Sturm Graz,AUT,https://en.wikipedia.org/wiki/Arjan_Mali%C4%87,1,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
benjamin-tahirovic,Benjamin Tahirović,Benjamin Tahirović,BIH,🇧🇦,MF,6,2003-03-03,28,2,Brøndby,DEN,https://en.wikipedia.org/wiki/Benjamin_Tahirovi%C4%87,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
armin-gigovic,Armin Gigović,Armin Gigović,BIH,🇧🇦,MF,8,2002-04-06,20,1,Young Boys,SUI,https://en.wikipedia.org/wiki/Armin_Gigovi%C4%87,1,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
ivan-basic,Ivan Bašić,Ivan Bašić,BIH,🇧🇦,MF,13,2002-04-30,17,0,Astana,KAZ,https://en.wikipedia.org/wiki/Ivan_Ba%C5%A1i%C4%87,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
ivan-sunjic,Ivan Šunjić,Ivan Šunjić,BIH,🇧🇦,MF,14,1996-10-09,11,0,Pafos,CYP,https://en.wikipedia.org/wiki/Ivan_%C5%A0unji%C4%87,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
amar-memic,Amar Memić,Amar Memić,BIH,🇧🇦,MF,15,2001-01-20,13,1,Viktoria Plzeň,CZE,https://en.wikipedia.org/wiki/Amar_Memi%C4%87,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
amir-hadziahmetovic,Amir Hadžiahmetović,Amir Hadžiahmetović,BIH,🇧🇦,MF,16,1997-03-08,36,0,Hull City,ENG,https://en.wikipedia.org/wiki/Amir_Had%C5%BEiahmetovi%C4%87,1,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
dzenis-burnic,Dženis Burnić,Dženis Burnić,BIH,🇧🇦,MF,17,1998-05-22,20,0,Karlsruher SC,GER,https://en.wikipedia.org/wiki/D%C5%BEenis_Burni%C4%87,2,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
ermin-mahmic,Ermin Mahmić,Ermin Mahmić,BIH,🇧🇦,MF,26,2005-03-14,2,0,Slovan Liberec,CZE,https://en.wikipedia.org/wiki/Ermin_Mahmi%C4%87,2,2,1,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
samed-bazdar,Samed Baždar,Samed Baždar,BIH,🇧🇦,FW,9,2004-01-31,13,1,Jagiellonia Białystok,POL,https://en.wikipedia.org/wiki/Samed_Ba%C5%BEdar,1,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
ermedin-demirovic,Ermedin Demirović,Ermedin Demirović,BIH,🇧🇦,FW,10,1998-03-25,40,4,VfB Stuttgart,GER,https://en.wikipedia.org/wiki/Ermedin_Demirovi%C4%87,3,0,1,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
edin-dzeko,Edin Džeko,Edin Džeko,BIH,🇧🇦,FW,11,1986-03-17,148,73,Schalke 04,GER,https://en.wikipedia.org/wiki/Edin_D%C5%BEeko,2,0,1,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
kerim-alajbegovic,Kerim Alajbegović,Kerim Alajbegović,BIH,🇧🇦,FW,19,2007-09-21,10,1,Red Bull Salzburg,AUT,https://en.wikipedia.org/wiki/Kerim_Alajbegovi%C4%87,3,1,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
esmir-bajraktarevic,Esmir Bajraktarević,Esmir Bajraktarević,BIH,🇧🇦,FW,20,2005-03-10,16,1,PSV Eindhoven,NED,https://en.wikipedia.org/wiki/Esmir_Bajraktarevi%C4%87,3,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
haris-tabakovic,Haris Tabaković,Haris Tabaković,BIH,🇧🇦,FW,23,1994-06-20,10,4,Borussia Mönchengladbach,GER,https://en.wikipedia.org/wiki/Haris_Tabakovi%C4%87,0,0,0,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
jovo-lukic,Jovo Lukić,Jovo Lukić,BIH,🇧🇦,FW,25,1998-11-28,3,0,Universitatea Cluj,ROU,https://en.wikipedia.org/wiki/Jovo_Luki%C4%87,2,1,1,0,BIH,Sergej Barbarez,https://en.wikipedia.org/wiki/Bosnia_and_Herzegovina_national_football_team
dayne-st-clair,Dayne St. Clair,Dayne St. Clair,CAN,🇨🇦,GK,1,1997-05-09,20,0,Inter Miami CF,USA,https://en.wikipedia.org/wiki/Dayne_St._Clair,0,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
maxime-crepeau,Maxime Crépeau,Maxime Crépeau,CAN,🇨🇦,GK,16,1994-05-11,32,0,Orlando City SC,USA,https://en.wikipedia.org/wiki/Maxime_Cr%C3%A9peau,3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
owen-goodman,Owen Goodman,Owen Goodman,CAN,🇨🇦,GK,18,2003-11-27,0,0,Barnsley,ENG,https://en.wikipedia.org/wiki/Owen_Goodman,0,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
alistair-johnston,Alistair Johnston,Alistair Johnston,CAN,🇨🇦,DF,2,1998-10-08,58,1,Celtic,SCO,https://en.wikipedia.org/wiki/Alistair_Johnston,3,0,1,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
alfie-jones,Alfie Jones,Alfie Jones,CAN,🇨🇦,DF,3,1997-10-07,2,0,Middlesbrough,ENG,https://en.wikipedia.org/wiki/Alfie_Jones,0,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
luc-de-fougerolles,Luc de Fougerolles,Luc de Fougerolles,CAN,🇨🇦,DF,4,2005-10-12,13,0,Dender EH,BEL,https://en.wikipedia.org/wiki/Luc_de_Fougerolles,3,0,1,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
joel-waterman,Joel Waterman,Joel Waterman,CAN,🇨🇦,DF,5,1996-01-24,17,0,Chicago Fire FC,USA,https://en.wikipedia.org/wiki/Joel_Waterman,0,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
derek-cornelius,Derek Cornelius,Derek Cornelius,CAN,🇨🇦,DF,13,1997-11-25,44,1,Rangers,SCO,https://en.wikipedia.org/wiki/Derek_Cornelius,3,0,1,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
moise-bombito,Moïse Bombito,Moïse Bombito,CAN,🇨🇦,DF,15,2000-03-30,20,0,Nice,FRA,https://en.wikipedia.org/wiki/Mo%C3%AFse_Bombito,1,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
alphonso-davies,Alphonso Davies,Alphonso Davies,CAN,🇨🇦,DF,19,2000-11-02,58,15,Bayern Munich,GER,https://en.wikipedia.org/wiki/Alphonso_Davies,0,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
richie-laryea,Richie Laryea,Richie Laryea,CAN,🇨🇦,DF,22,1995-01-07,75,1,Toronto FC,CAN,https://en.wikipedia.org/wiki/Richie_Laryea,3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
niko-sigur,Niko Sigur,Niko Sigur,CAN,🇨🇦,DF,23,2003-09-09,19,2,Hajduk Split,CRO,https://en.wikipedia.org/wiki/Niko_Sigur,1,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
mathieu-choiniere,Mathieu Choinière,Mathieu Choinière,CAN,🇨🇦,MF,6,1999-02-07,23,0,Los Angeles FC,USA,https://en.wikipedia.org/wiki/Mathieu_Choini%C3%A8re,1,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
stephen-eustaquio,Stephen Eustáquio,Stephen Eustáquio,CAN,🇨🇦,MF,7,1996-12-21,56,4,Los Angeles FC,USA,https://en.wikipedia.org/wiki/Stephen_Eust%C3%A1quio,3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
ismael-kone,Ismaël Koné,Ismaël Koné,CAN,🇨🇦,MF,8,2002-06-16,40,4,Sassuolo,ITA,https://en.wikipedia.org/wiki/Isma%C3%ABl_Kon%C3%A9,2,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
liam-millar,Liam Millar,Liam Millar,CAN,🇨🇦,MF,11,1999-09-27,41,1,Hull City,ENG,https://en.wikipedia.org/wiki/Liam_Millar,2,0,1,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
jacob-shaffelburg,Jacob Shaffelburg,Jacob Shaffelburg,CAN,🇨🇦,MF,14,1999-11-26,31,6,Los Angeles FC,USA,https://en.wikipedia.org/wiki/Jacob_Shaffelburg,3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
jonathan-osorio,Jonathan Osorio,Jonathan Osorio,CAN,🇨🇦,MF,21,1992-06-12,90,10,Toronto FC,CAN,https://en.wikipedia.org/wiki/Jonathan_Osorio,1,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
nathan-saliba,Nathan Saliba,Nathan Saliba,CAN,🇨🇦,MF,25,2004-02-07,15,2,Anderlecht,BEL,https://en.wikipedia.org/wiki/Nathan_Saliba,2,1,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
cyle-larin,Cyle Larin,Cyle Larin,CAN,🇨🇦,FW,9,1995-04-17,90,30,Southampton,ENG,https://en.wikipedia.org/wiki/Cyle_Larin,3,2,1,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
jonathan-david,Jonathan David,Jonathan David,CAN,🇨🇦,FW,10,2000-01-14,77,39,Juventus,ITA,https://en.wikipedia.org/wiki/Jonathan_David,3,3,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
tani-oluwaseyi,Tani Oluwaseyi,Tani Oluwaseyi,CAN,🇨🇦,FW,12,2000-05-15,24,2,Villarreal,ESP,https://en.wikipedia.org/wiki/Tani_Oluwaseyi,3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
tajon-buchanan,Tajon Buchanan,Tajon Buchanan,CAN,🇨🇦,FW,17,1999-02-08,60,8,Villarreal,ESP,https://en.wikipedia.org/wiki/Tajon_Buchanan,3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
ali-ahmed,Ali Ahmed,Ali Ahmed,CAN,🇨🇦,FW,20,2000-10-10,24,1,Norwich City,ENG,https://en.wikipedia.org/wiki/Ali_Ahmed_(soccer),3,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
promise-david,Promise David,Promise David,CAN,🇨🇦,FW,24,2001-07-03,10,3,Union Saint-Gilloise,BEL,https://en.wikipedia.org/wiki/Promise_David,2,1,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
jayden-nelson,Jayden Nelson,Jayden Nelson,CAN,🇨🇦,FW,26,2002-09-26,14,3,Austin FC,USA,https://en.wikipedia.org/wiki/Jayden_Nelson,0,0,0,0,CAN,Jesse Marsch,https://en.wikipedia.org/wiki/Canada_men's_national_soccer_team
mahmud-abunada,Mahmud Abunada,Mahmud Abunada,QAT,🇶🇦,GK,1,2000-02-05,5,0,Al-Rayyan,QAT,https://en.wikipedia.org/wiki/Mahmud_Abunada,3,0,1,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
salah-zakaria,Salah Zakaria,Salah Zakaria,QAT,🇶🇦,GK,21,1999-04-24,8,0,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Salah_Zakaria,0,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
meshaal-barsham,Meshaal Barsham,Meshaal Barsham,QAT,🇶🇦,GK,22,1998-02-14,52,0,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Meshaal_Barsham,0,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
pedro-miguel,Pedro Miguel,Pedro Miguel,QAT,🇶🇦,DF,2,1990-08-06,105,3,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Pedro_Miguel_(footballer),3,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
lucas-mendes,Lucas Mendes,Lucas Mendes,QAT,🇶🇦,DF,3,1990-07-03,25,1,Al-Wakrah,QAT,https://en.wikipedia.org/wiki/Lucas_Mendes_(footballer%2C_born_1990),1,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
issa-laye,Issa Laye,Issa Laye,QAT,🇶🇦,DF,4,1997-12-22,4,0,Al-Arabi,QAT,https://en.wikipedia.org/wiki/Issa_Laye,3,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
jassem-gaber,Jassem Gaber,Jassem Gaber,QAT,🇶🇦,DF,5,2002-02-20,32,1,Al-Rayyan,QAT,https://en.wikipedia.org/wiki/Jassem_Gaber,3,0,1,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
ayoub-al-oui,Ayoub Al-Oui,Ayoub Al-Oui,QAT,🇶🇦,DF,13,2005-03-11,6,0,Al-Gharafa,QAT,https://en.wikipedia.org/wiki/Ayoub_Al-Oui,2,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
homam-ahmed,Homam Ahmed,Homam Ahmed,QAT,🇶🇦,DF,14,1999-08-25,68,3,Cultural Leonesa,ESP,https://en.wikipedia.org/wiki/Homam_Ahmed,2,0,0,1,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
boualem-khoukhi,Boualem Khoukhi,Boualem Khoukhi,QAT,🇶🇦,DF,16,1990-07-09,116,20,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Boualem_Khoukhi,3,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
sultan-al-brake,Sultan Al-Brake,Sultan Al-Brake,QAT,🇶🇦,DF,18,1996-04-07,17,0,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Sultan_Al-Brake,2,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
al-hashmi-al-hussain,Al-Hashmi Al-Hussain,Al-Hashmi Al-Hussain,QAT,🇶🇦,DF,25,2003-08-15,8,0,Al-Arabi,QAT,https://en.wikipedia.org/wiki/Al-Hashmi_Al-Hussain,1,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
abdulaziz-hatem,Abdulaziz Hatem,Abdulaziz Hatem,QAT,🇶🇦,MF,6,1990-01-01,117,11,Al-Rayyan,QAT,https://en.wikipedia.org/wiki/Abdulaziz_Hatem,1,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
karim-boudiaf,Karim Boudiaf,Karim Boudiaf,QAT,🇶🇦,MF,12,1990-09-16,118,5,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Karim_Boudiaf,2,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
ahmed-al-ganehi,Ahmed Al-Ganehi,Ahmed Al-Ganehi,QAT,🇶🇦,MF,17,2000-09-22,13,1,Al-Gharafa,QAT,https://en.wikipedia.org/wiki/Ahmed_Al-Ganehi,1,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
ahmed-fathy,Ahmed Fathy,Ahmed Fathy,QAT,🇶🇦,MF,20,1993-01-25,48,0,Al-Arabi,QAT,https://en.wikipedia.org/wiki/Ahmed_Fathy_(Qatari_footballer),3,0,2,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
assim-madibo,Assim Madibo,Assim Madibo,QAT,🇶🇦,MF,23,1996-10-22,51,0,Al-Wakrah,QAT,https://en.wikipedia.org/wiki/Assim_Madibo,2,0,0,1,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
ahmed-alaaeldin,Ahmed Alaaeldin,Ahmed Alaaeldin,QAT,🇶🇦,FW,7,1993-01-31,68,9,Al-Rayyan,QAT,https://en.wikipedia.org/wiki/Ahmed_Alaaeldin,2,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
edmilson-junior,Edmilson Junior,Edmilson Junior,QAT,🇶🇦,FW,8,1994-08-19,16,0,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Edmilson_Junior,3,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
mohammed-muntari,Mohammed Muntari,Mohammed Muntari,QAT,🇶🇦,FW,9,1993-12-20,67,16,Al-Gharafa,QAT,https://en.wikipedia.org/wiki/Mohammed_Muntari,0,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
hassan-al-haydos,Hassan Al-Haydos,Hassan Al-Haydos,QAT,🇶🇦,FW,10,1990-12-11,186,41,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Hassan_Al-Haydos,2,1,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
akram-afif,Akram Afif,Akram Afif,QAT,🇶🇦,FW,11,1996-11-18,125,39,Al-Sadd,QAT,https://en.wikipedia.org/wiki/Akram_Afif,3,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
yusuf-abdurisag,Yusuf Abdurisag,Yusuf Abdurisag,QAT,🇶🇦,FW,15,1999-08-06,39,3,Al-Wakrah,QAT,https://en.wikipedia.org/wiki/Yusuf_Abdurisag,2,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
almoez-ali,Almoez Ali,Almoez Ali,QAT,🇶🇦,FW,19,1996-08-19,115,55,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Almoez_Ali,1,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
tahsin-jamshid,Tahsin Jamshid,Tahsin Jamshid,QAT,🇶🇦,FW,24,2006-06-16,3,0,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Tahsin_Jamshid,0,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
mohamed-manai,Mohamed Manai,Mohamed Manai,QAT,🇶🇦,FW,26,2002-10-25,10,0,Al-Shamal,QAT,https://en.wikipedia.org/wiki/Mohamed_Manai,3,0,0,0,QAT,Julen Lopetegui,https://en.wikipedia.org/wiki/Qatar_national_football_team
gregor-kobel,Gregor Kobel,Gregor Kobel,SUI,🇨🇭,GK,1,1997-12-06,21,0,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Gregor_Kobel,3,0,0,0,SUI,Murat Yakin,https://en.wikipedia.org/wiki/Switzerland_national_football_team
yvon-mvogo,Yvon Mvogo,Yvon Mvogo,SUI,🇨🇭,GK,12,1994-06-06,13,0,Lorient,FRA,https://en.wikipedia.org/wiki/Yvon_Mvogo,0,0,0,0,SUI,Murat Yakin,https://en.wikipedia.org/wiki/Switzerland_national_football_team
marvin-keller,Marvin Keller,Marvin Keller,SUI,🇨🇭,GK,21,2002-07-03,1,0,Young Boys,SUI,https://en.wikipedia.org/wiki/Marvin_Keller_(footballer),0,0,0,0,SUI,Murat Yakin,https://en.wikipedia.org/wiki/Switzerland_national_football_team
miro-muheim,Miro Muheim,Miro Muheim,SUI,🇨🇭,DF,2,1998-03-24,10,0,Hamburger SV,GER,https://en.wikipedia.org/wiki/Miro_Muheim,1,0,0,0,SUI,Murat Yakin,https://en.wikipedia.org/wiki/Switzerland_national_football_team
