player_slug,short_name,long_name,nationality_code,nationality_flag,position_roster,shirt_number,date_of_birth,caps,international_goals,club_roster,club_country_code,wiki_url,world_cup_apps_2026,world_cup_goals_2026,world_cup_yellow_2026,world_cup_red_2026,team_code,coach,team_wiki_url
samir-chergui,Samir Chergui,Samir Chergui,ALG,,DF,26,1999-02-06,6,0,Paris FC,FRA,https://en.wikipedia.org/wiki/Samir_Chergui,0,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
ramiz-zerrouki,Ramiz Zerrouki,Ramiz Zerrouki,ALG,,MF,6,1998-05-26,54,3,Twente,NED,https://en.wikipedia.org/wiki/Ramiz_Zerrouki,2,0,1,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
houssem-aouar,Houssem Aouar,Houssem Aouar,ALG,,MF,8,1998-06-30,23,6,Al-Ittihad,KSA,https://en.wikipedia.org/wiki/Houssem_Aouar,1,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
fares-chaibi,Farès Chaïbi,Farès Chaïbi,ALG,,MF,10,2002-11-28,32,3,Eintracht Frankfurt,GER,https://en.wikipedia.org/wiki/Far%C3%A8s_Cha%C3%AFbi,2,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
hicham-boudaoui,Hicham Boudaoui,Hicham Boudaoui,ALG,,MF,14,1999-09-23,35,0,Nice,FRA,https://en.wikipedia.org/wiki/Hicham_Boudaoui,2,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
nabil-bentaleb,Nabil Bentaleb,Nabil Bentaleb,ALG,,MF,19,1994-11-24,62,6,Lille,FRA,https://en.wikipedia.org/wiki/Nabil_Bentaleb,2,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
ibrahim-maza,Ibrahim Maza,Ibrahim Maza,ALG,,MF,22,2005-11-24,18,2,Bayer Leverkusen,GER,https://en.wikipedia.org/wiki/Ibrahim_Maza,2,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
yacine-titraoui,Yacine Titraoui,Yacine Titraoui,ALG,,MF,24,2003-07-26,5,0,Charleroi,BEL,https://en.wikipedia.org/wiki/Yacine_Titraoui,0,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
riyad-mahrez,Riyad Mahrez,Riyad Mahrez,ALG,,FW,7,1991-02-21,117,38,Al-Ahli,KSA,https://en.wikipedia.org/wiki/Riyad_Mahrez,2,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
amine-gouiri,Amine Gouiri,Amine Gouiri,ALG,,FW,9,2000-02-16,24,12,Marseille,FRA,https://en.wikipedia.org/wiki/Amine_Gouiri,2,1,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
anis-hadj-moussa,Anis Hadj Moussa,Anis Hadj Moussa,ALG,,FW,11,2002-02-11,16,3,Feyenoord,NED,https://en.wikipedia.org/wiki/Anis_Hadj_Moussa,2,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
nadhir-benbouali,Nadhir Benbouali,Nadhir Benbouali,ALG,,FW,12,2000-04-17,5,1,Győri ETO,HUN,https://en.wikipedia.org/wiki/Nadhir_Benbouali,1,1,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
mohamed-amoura,Mohamed Amoura,Mohamed Amoura,ALG,,FW,18,2000-05-09,48,19,VfL Wolfsburg,GER,https://en.wikipedia.org/wiki/Mohamed_Amoura,1,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
adil-boulbina,Adil Boulbina,Adil Boulbina,ALG,,FW,20,2003-05-02,11,4,Al-Duhail,QAT,https://en.wikipedia.org/wiki/Adil_Boulbina,1,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
fares-ghedjemis,Farès Ghedjemis,Farès Ghedjemis,ALG,,FW,25,2002-09-06,1,1,Frosinone,ITA,https://en.wikipedia.org/wiki/Far%C3%A8s_Ghedjemis,0,0,0,0,ALG,Vladimir Petković,https://en.wikipedia.org/wiki/Algeria_national_football_team
juan-musso,Juan Musso,Juan Musso,ARG,🇦🇷,GK,1,1994-05-06,4,0,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Juan_Musso,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
geronimo-rulli,Gerónimo Rulli,Gerónimo Rulli,ARG,🇦🇷,GK,12,1992-05-20,8,0,Marseille,FRA,https://en.wikipedia.org/wiki/Ger%C3%B3nimo_Rulli,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
emiliano-martinez,Emiliano Martínez,Emiliano Martínez,ARG,🇦🇷,GK,23,1992-09-02,59,0,Aston Villa,ENG,https://en.wikipedia.org/wiki/Emiliano_Mart%C3%ADnez,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
marcos-senesi,Marcos Senesi,Marcos Senesi,ARG,🇦🇷,DF,2,1997-05-10,3,0,Bournemouth,ENG,https://en.wikipedia.org/wiki/Marcos_Senesi,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
nicolas-tagliafico,Nicolás Tagliafico,Nicolás Tagliafico,ARG,🇦🇷,DF,3,1992-08-31,76,1,Lyon,FRA,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Tagliafico,1,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
gonzalo-montiel,Gonzalo Montiel,Gonzalo Montiel,ARG,🇦🇷,DF,4,1997-01-01,39,2,River Plate,ARG,https://en.wikipedia.org/wiki/Gonzalo_Montiel,1,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
lisandro-martinez,Lisandro Martínez,Lisandro Martínez,ARG,🇦🇷,DF,6,1998-01-18,28,1,Manchester United,ENG,https://en.wikipedia.org/wiki/Lisandro_Mart%C3%ADnez,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
cristian-romero,Cristian Romero,Cristian Romero,ARG,🇦🇷,DF,13,1998-04-27,51,3,Tottenham Hotspur,ENG,https://en.wikipedia.org/wiki/Cristian_Romero,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
nicolas-otamendi,Nicolás Otamendi,Nicolás Otamendi,ARG,🇦🇷,DF,19,1988-02-12,132,8,Benfica,POR,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Otamendi,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
facundo-medina,Facundo Medina,Facundo Medina,ARG,🇦🇷,DF,25,1999-05-28,9,0,Marseille,FRA,https://en.wikipedia.org/wiki/Facundo_Medina,2,0,1,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
nahuel-molina,Nahuel Molina,Nahuel Molina,ARG,🇦🇷,DF,26,1998-04-06,58,1,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Nahuel_Molina,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
leandro-paredes,Leandro Paredes,Leandro Paredes,ARG,🇦🇷,MF,5,1994-06-29,77,5,Boca Juniors,ARG,https://en.wikipedia.org/wiki/Leandro_Paredes,1,0,1,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
rodrigo-de-paul,Rodrigo De Paul,Rodrigo De Paul,ARG,🇦🇷,MF,7,1994-05-24,87,2,Inter Miami CF,USA,https://en.wikipedia.org/wiki/Rodrigo_De_Paul,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
valentin-barco,Valentín Barco,Valentín Barco,ARG,🇦🇷,MF,8,2004-07-23,4,2,Strasbourg,FRA,https://en.wikipedia.org/wiki/Valent%C3%ADn_Barco,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
giovani-lo-celso,Giovani Lo Celso,Giovani Lo Celso,ARG,🇦🇷,MF,11,1996-04-09,67,4,Real Betis,ESP,https://en.wikipedia.org/wiki/Giovani_Lo_Celso,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
exequiel-palacios,Exequiel Palacios,Exequiel Palacios,ARG,🇦🇷,MF,14,1998-10-05,40,0,Bayer Leverkusen,GER,https://en.wikipedia.org/wiki/Exequiel_Palacios,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
nicolas-gonzalez,Nicolás González,Nicolás González,ARG,🇦🇷,MF,15,1998-04-06,51,6,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Nicol%C3%A1s_Gonz%C3%A1lez_(footballer%2C_born_1998),2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
alexis-mac-allister,Alexis Mac Allister,Alexis Mac Allister,ARG,🇦🇷,MF,20,1998-12-24,46,6,Liverpool,ENG,https://en.wikipedia.org/wiki/Alexis_Mac_Allister,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
enzo-fernandez,Enzo Fernández,Enzo Fernández,ARG,🇦🇷,MF,24,2001-01-17,42,6,Chelsea,ENG,https://en.wikipedia.org/wiki/Enzo_Fern%C3%A1ndez,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
julian-alvarez,Julián Alvarez,Julián Alvarez,ARG,🇦🇷,FW,9,2000-01-31,51,14,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Juli%C3%A1n_Alvarez,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
lionel-messi,Lionel Messi,Lionel Messi,ARG,🇦🇷,FW,10,1987-06-24,199,117,Inter Miami CF,USA,https://en.wikipedia.org/wiki/Lionel_Messi,2,5,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
thiago-almada,Thiago Almada,Thiago Almada,ARG,🇦🇷,FW,16,2001-04-26,16,5,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Thiago_Almada,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
giuliano-simeone,Giuliano Simeone,Giuliano Simeone,ARG,🇦🇷,FW,17,2002-12-18,13,2,Atlético Madrid,ESP,https://en.wikipedia.org/wiki/Giuliano_Simeone,0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
nico-paz,Nico Paz,Nico Paz,ARG,🇦🇷,FW,18,2004-09-08,9,1,Como,ITA,https://en.wikipedia.org/wiki/Nico_Paz,1,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
jose-manuel-lopez,José Manuel López,José Manuel López,ARG,🇦🇷,FW,21,2000-12-06,5,0,Palmeiras,BRA,https://en.wikipedia.org/wiki/Jos%C3%A9_Manuel_L%C3%B3pez_(footballer),0,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
lautaro-martinez,Lautaro Martínez,Lautaro Martínez,ARG,🇦🇷,FW,22,1997-08-22,77,37,Inter Milan,ITA,https://en.wikipedia.org/wiki/Lautaro_Mart%C3%ADnez,2,0,0,0,ARG,Lionel Scaloni,https://en.wikipedia.org/wiki/Argentina_national_football_team
alexander-schlager,Alexander Schlager,Alexander Schlager,AUT,🇦🇹,GK,1,1996-02-01,26,0,Red Bull Salzburg,AUT,https://en.wikipedia.org/wiki/Alexander_Schlager,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
florian-wiegele,Florian Wiegele,Florian Wiegele,AUT,🇦🇹,GK,12,2001-03-21,1,0,Viktoria Plzeň,CZE,https://en.wikipedia.org/wiki/Florian_Wiegele,0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
patrick-pentz,Patrick Pentz,Patrick Pentz,AUT,🇦🇹,GK,13,1997-01-02,18,0,Brøndby,DEN,https://en.wikipedia.org/wiki/Patrick_Pentz,0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
david-affengruber,David Affengruber,David Affengruber,AUT,🇦🇹,DF,2,2001-03-19,1,0,Elche,ESP,https://en.wikipedia.org/wiki/David_Affengruber_(footballer%2C_born_2001),0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
kevin-danso,Kevin Danso,Kevin Danso,AUT,🇦🇹,DF,3,1998-09-19,32,0,Tottenham Hotspur,ENG,https://en.wikipedia.org/wiki/Kevin_Danso,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
stefan-posch,Stefan Posch,Stefan Posch,AUT,🇦🇹,DF,5,1997-05-14,52,5,Mainz 05,GER,https://en.wikipedia.org/wiki/Stefan_Posch,2,0,1,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
david-alaba,David Alaba,David Alaba,AUT,🇦🇹,DF,8,1992-06-24,113,15,Real Madrid,ESP,https://en.wikipedia.org/wiki/David_Alaba,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
philipp-lienhart,Philipp Lienhart,Philipp Lienhart,AUT,🇦🇹,DF,15,1996-07-11,41,3,SC Freiburg,GER,https://en.wikipedia.org/wiki/Philipp_Lienhart,1,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
phillipp-mwene,Phillipp Mwene,Phillipp Mwene,AUT,🇦🇹,DF,16,1994-01-29,30,0,Mainz 05,GER,https://en.wikipedia.org/wiki/Phillipp_Mwene,1,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
marco-friedl,Marco Friedl,Marco Friedl,AUT,🇦🇹,DF,23,1998-03-16,11,0,Werder Bremen,GER,https://en.wikipedia.org/wiki/Marco_Friedl,1,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
michael-svoboda,Michael Svoboda,Michael Svoboda,AUT,🇦🇹,DF,25,1998-10-15,4,0,Venezia,ITA,https://en.wikipedia.org/wiki/Michael_Svoboda,0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
xaver-schlager,Xaver Schlager,Xaver Schlager,AUT,🇦🇹,MF,4,1997-09-28,51,4,RB Leipzig,GER,https://en.wikipedia.org/wiki/Xaver_Schlager,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
nicolas-seiwald,Nicolas Seiwald,Nicolas Seiwald,AUT,🇦🇹,MF,6,2001-05-04,47,1,RB Leipzig,GER,https://en.wikipedia.org/wiki/Nicolas_Seiwald,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
marcel-sabitzer,Marcel Sabitzer,Marcel Sabitzer,AUT,🇦🇹,MF,9,1994-03-17,98,26,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Marcel_Sabitzer,2,0,1,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
florian-grillitsch,Florian Grillitsch,Florian Grillitsch,AUT,🇦🇹,MF,10,1995-08-07,58,1,Braga,POR,https://en.wikipedia.org/wiki/Florian_Grillitsch,0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
carney-chukwuemeka,Carney Chukwuemeka,Carney Chukwuemeka,AUT,🇦🇹,MF,17,2003-10-20,3,1,Borussia Dortmund,GER,https://en.wikipedia.org/wiki/Carney_Chukwuemeka,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
romano-schmid,Romano Schmid,Romano Schmid,AUT,🇦🇹,MF,18,2000-01-27,34,3,Werder Bremen,GER,https://en.wikipedia.org/wiki/Romano_Schmid,2,1,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
dejan-ljubicic,Dejan Ljubičić,Dejan Ljubičić,AUT,🇦🇹,MF,19,1997-10-08,9,1,Schalke 04,GER,https://en.wikipedia.org/wiki/Dejan_Ljubi%C4%8Di%C4%87,0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
konrad-laimer,Konrad Laimer,Konrad Laimer,AUT,🇦🇹,MF,20,1997-05-27,57,7,Bayern Munich,GER,https://en.wikipedia.org/wiki/Konrad_Laimer,2,0,1,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
alexander-prass,Alexander Prass,Alexander Prass,AUT,🇦🇹,MF,22,2001-05-26,19,0,TSG Hoffenheim,GER,https://en.wikipedia.org/wiki/Alexander_Prass,1,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
paul-wanner,Paul Wanner,Paul Wanner,AUT,🇦🇹,MF,24,2005-12-23,3,0,PSV Eindhoven,NED,https://en.wikipedia.org/wiki/Paul_Wanner,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
alessandro-schopf,Alessandro Schöpf,Alessandro Schöpf,AUT,🇦🇹,MF,26,1994-02-07,35,6,Wolfsberger AC,AUT,https://en.wikipedia.org/wiki/Alessandro_Sch%C3%B6pf,0,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
marko-arnautovic,Marko Arnautović,Marko Arnautović,AUT,🇦🇹,FW,7,1989-04-19,133,47,Red Star Belgrade,SRB,https://en.wikipedia.org/wiki/Marko_Arnautovi%C4%87,2,1,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
michael-gregoritsch,Michael Gregoritsch,Michael Gregoritsch,AUT,🇦🇹,FW,11,1994-04-18,75,24,FC Augsburg,GER,https://en.wikipedia.org/wiki/Michael_Gregoritsch,1,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
sasa-kalajdzic,Saša Kalajdžić,Saša Kalajdžić,AUT,🇦🇹,FW,14,1997-07-07,22,4,LASK,AUT,https://en.wikipedia.org/wiki/Sa%C5%A1a_Kalajd%C5%BEi%C4%87,1,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
patrick-wimmer,Patrick Wimmer,Patrick Wimmer,AUT,🇦🇹,FW,21,2001-05-30,30,1,VfL Wolfsburg,GER,https://en.wikipedia.org/wiki/Patrick_Wimmer,2,0,0,0,AUT,Ralf Rangnick,https://en.wikipedia.org/wiki/Austria_national_football_team
yazeed-abulaila,Yazeed Abulaila,Yazeed Abulaila,JOR,🇯🇴,GK,1,1993-01-08,76,0,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Yazeed_Abulaila,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
nour-bani-attiah,Nour Bani Attiah,Nour Bani Attiah,JOR,🇯🇴,GK,12,1993-01-25,5,0,Al-Faisaly,JOR,https://en.wikipedia.org/wiki/Nour_Bani_Attiah,0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
abdallah-al-fakhouri,Abdallah Al-Fakhouri,Abdallah Al-Fakhouri,JOR,🇯🇴,GK,22,2000-01-22,11,0,Al-Wehdat,JOR,https://en.wikipedia.org/wiki/Abdallah_Al-Fakhouri,0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mohammad-abu-hashish,Mohammad Abu Hashish,Mohammad Abu Hashish,JOR,🇯🇴,DF,2,1995-05-09,56,1,Al-Karma,IRQ,https://en.wikipedia.org/wiki/Mohammad_Abu_Hashish,1,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
abdallah-nasib,Abdallah Nasib,Abdallah Nasib,JOR,🇯🇴,DF,3,1994-02-25,65,3,Al-Zawraa,IRQ,https://en.wikipedia.org/wiki/Abdallah_Nasib,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
husam-abu-dahab,Husam Abu Dahab,Husam Abu Dahab,JOR,🇯🇴,DF,4,2000-05-13,18,0,Al-Faisaly,JOR,https://en.wikipedia.org/wiki/Husam_Abu_Dahab,1,0,1,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
yazan-al-arab,Yazan Al-Arab,Yazan Al-Arab,JOR,🇯🇴,DF,5,1996-01-31,80,3,FC Seoul,KOR,https://en.wikipedia.org/wiki/Yazan_Al-Arab,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mo-abualnadi,Mo Abualnadi,Mo Abualnadi,JOR,🇯🇴,DF,16,2001-02-08,18,0,Selangor,MAS,https://en.wikipedia.org/wiki/Mo_Abualnadi,1,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
salim-obaid,Salim Obaid,Salim Obaid,JOR,🇯🇴,DF,17,1992-01-17,11,0,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Salim_Obaid,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
saed-al-rosan,Saed Al-Rosan,Saed Al-Rosan,JOR,🇯🇴,DF,19,1997-02-01,21,2,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Saed_Al-Rosan,1,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
ihsan-haddad,Ihsan Haddad,Ihsan Haddad,JOR,🇯🇴,DF,23,1994-02-05,92,2,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Ihsan_Haddad,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
anas-badawi,Anas Badawi,Anas Badawi,JOR,🇯🇴,DF,26,1997-09-13,1,0,Al-Faisaly,JOR,https://en.wikipedia.org/wiki/Anas_Badawi,0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
amer-jamous,Amer Jamous,Amer Jamous,JOR,🇯🇴,MF,6,2002-07-03,19,1,Al-Zawraa,IRQ,https://en.wikipedia.org/wiki/Amer_Jamous,0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
noor-al-rawabdeh,Noor Al-Rawabdeh,Noor Al-Rawabdeh,JOR,🇯🇴,MF,8,1997-02-24,68,3,Selangor,MAS,https://en.wikipedia.org/wiki/Noor_Al-Rawabdeh,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
rajaei-ayed,Rajaei Ayed,Rajaei Ayed,JOR,🇯🇴,MF,14,1993-07-25,72,0,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Rajaei_Ayed,0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
ibrahim-sadeh,Ibrahim Sadeh,Ibrahim Sadeh,JOR,🇯🇴,MF,15,2000-04-27,57,3,Al-Karma,IRQ,https://en.wikipedia.org/wiki/Ibrahim_Sadeh,0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mohammad-taha,Mohammad Taha,Mohammad Taha,JOR,🇯🇴,MF,18,2005-07-13,2,0,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Mohammad_Taha_(footballer),0,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mohannad-abu-taha,Mohannad Abu Taha,Mohannad Abu Taha,JOR,🇯🇴,MF,20,2003-02-02,29,1,Al-Quwa Al-Jawiya,IRQ,https://en.wikipedia.org/wiki/Mohannad_Abu_Taha,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
nizar-al-rashdan,Nizar Al-Rashdan,Nizar Al-Rashdan,JOR,🇯🇴,MF,21,1999-03-23,47,4,Qatar SC,QAT,https://en.wikipedia.org/wiki/Nizar_Al-Rashdan,2,1,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mohammad-al-dawoud,Mohammad Al-Dawoud,Mohammad Al-Dawoud,JOR,🇯🇴,MF,25,1992-04-12,13,1,Al-Wehdat,JOR,https://en.wikipedia.org/wiki/Mohammad_Al-Dawoud,1,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mohammad-abu-zrayq,Mohammad Abu Zrayq,Mohammad Abu Zrayq,JOR,🇯🇴,FW,7,1997-12-30,41,5,Raja Casablanca,MAR,https://en.wikipedia.org/wiki/Mohammad_Abu_Zrayq,1,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
ali-olwan,Ali Olwan,Ali Olwan,JOR,🇯🇴,FW,9,2000-03-26,66,29,Al-Sailiya,QAT,https://en.wikipedia.org/wiki/Ali_Olwan,2,1,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
musa-al-taamari,Musa Al-Taamari,Musa Al-Taamari,JOR,🇯🇴,FW,10,1997-06-10,92,24,Rennes,FRA,https://en.wikipedia.org/wiki/Musa_Al-Taamari,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
odeh-al-fakhouri,Odeh Al-Fakhouri,Odeh Al-Fakhouri,JOR,🇯🇴,FW,11,2005-11-22,10,1,Pyramids,EGY,https://en.wikipedia.org/wiki/Odeh_Al-Fakhouri,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
mahmoud-al-mardi,Mahmoud Al-Mardi,Mahmoud Al-Mardi,JOR,🇯🇴,FW,13,1993-10-06,89,9,Al-Hussein,JOR,https://en.wikipedia.org/wiki/Mahmoud_Al-Mardi,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
ali-azaizeh,Ali Azaizeh,Ali Azaizeh,JOR,🇯🇴,FW,24,2004-04-13,4,0,Al-Shabab,KSA,https://en.wikipedia.org/wiki/Ali_Azaizeh,2,0,0,0,JOR,Jamal Sellami,https://en.wikipedia.org/wiki/Jordan_national_football_team
david-ospina,David Ospina,David Ospina,COL,🇨🇴,GK,1,1988-08-31,130,0,Atlético Nacional,COL,https://en.wikipedia.org/wiki/David_Ospina,0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
camilo-vargas,Camilo Vargas,Camilo Vargas,COL,🇨🇴,GK,12,1989-03-09,42,0,Atlas,MEX,https://en.wikipedia.org/wiki/Camilo_Vargas,2,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
alvaro-montero,Álvaro Montero,Álvaro Montero,COL,🇨🇴,GK,24,1995-03-29,12,0,Vélez Sarsfield,ARG,https://en.wikipedia.org/wiki/%C3%81lvaro_Montero_(Colombian_footballer),0,0,0,0,COL,Néstor Lorenzo,https://en.wikipedia.org/wiki/Colombia_national_football_team
